Sector,Sub Sector,Project Name,View Profile,Total Project Cost
Retail,Store,Sale of Readymade Garments,/srv/YouthMissionMobile/DPR/Readymade__Garments__Store.pdf,500000
Electronics,Kitchen Appliances,Sandwich Maker Machine_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SandwichMakerMachineDPR.pdf,1764000
Beauty & Wellness,Feminine Hygiene,Sanitary Napkin,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SanitaryNapkin.pdf,699000
"Apparel, Made-Ups & Home Furnishing",Dyeing,Saree Dyeing and Printing_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SareeDyeingandPrintingDPR.pdf,1532000
Other Sectors,Textiles,SAREE ROLLING AND POLISHING (Ãƒâ€šÃ‚Â SERVICE AND TEXTILE INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT  PROFILE  ON SAREE ROLLING AND POLISHING.pdf,95000
Food Processing,Cereals,SATTU MANUFACTURING (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON SATTU MANUFACTURING.pdf,865000
Food Processing,Cereals,Sattu Manufacturing Project,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SattuManufacturingProject.pdf,2455000
Other Sectors,Bags,School Bag,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SchoolBag.pdf,1759000
Other Sectors,Household,Scruber Wire,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ScruberWire.pdf,1231000
Food Processing,Seeds,Sesame Seeds_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SesameSeedsDPR.pdf,2216000
Beauty & Wellness,Cosmetics,Shampoo making,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Shampoomaking.pdf,345000
Beauty & Wellness,Cosmetics,SHAVING CREAM (Ãƒâ€šÃ‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON SHAVING CREAM.pdf,1790000
Beauty & Wellness,Cosmetics,Shaving Gel Project,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ShavingGelProject.pdf,2255000
Agriculture,Livestock Farming,Sheep Farm,/srv/YouthMissionMobile/DPR/Sheep__Farm.pdf,1800000
Agriculture,Livestock Farming,Sheep Farm,/srv/YouthMissionMobile/DPR/Sheep__Farm__5lac.pdf,500000
Agriculture,Livestock Farming,Sheep Farm,/srv/YouthMissionMobile/DPR/Sheep__Farming.pdf,1002261
"Apparel, Made-Ups & Home Furnishing",Dyeing,Shirt Dyeing_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ShirtDyeingDPR.pdf,1532000
Other Sectors,Household,Shoe Brush,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ShoeBrush.pdf,2262000
Construction,Building Materials,Shuttering,/srv/YouthMissionMobile/DPR/Shuttering.pdf,1150000
"Sports, Physical Education, Fitness & Leisure",Sports Equipment,SHUTTLE COCK,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SHUTTLE COCK.pdf,220000
Handicrafts and Carpet,Carpets,Silk Carpet,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SilkCarpet.pdf,986000
"Apparel, Made-Ups & Home Furnishing",Apparel,Silk saree weaving,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Silksareeweaving.pdf,1200000
Beauty & Wellness,Cosmetics,Skin care cream,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Skincarecream.pdf,4289000
Beauty & Wellness,Cosmetics,SKIN TONNING LOTION (SKIN FRESHENERS) (Ãƒâ€šÃ‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON SKIN TONNING LOTION (SKIN FRESHENERS).pdf,1258000
Other Sectors,Footwear,Slipper Making,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SlipperMaking.pdf,1459000
Electronics,Components,Small Transformer For Electronics Purpose,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SmallTransformerForElectronicsPurpose.pdf,968000
Other Sectors,Hardware,SNAP FASTENERS (Ãƒâ€šÃ‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON SNAP FASTENERS.pdf,1360000
"Apparel, Made-Ups & Home Furnishing",Apparel,socks Manufacturing Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/socksManufacturingUnit.pdf,699000
"Rubber, Chemical and Petrochemical",Chemicals,Sodium Hypochlorite,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SodiumHypochlorite.pdf,2500000
Food Processing,Dairy,Soft Ice Cream,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SoftIceCream.pdf,116000
Other Sectors,Toys,Soft toys Making,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SofttoysMaking.pdf,976000
Construction,Construction,Soil Cement Blocks,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SoilCementBlocks.pdf,2269000
Textile,Textiles,SOLAR CHARKHA 8 SPINDLE,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SOLAR CHARKHA NEW_14.pdf,1467304
Textile,Textiles,"SOLAR CHARKHA SPINNING, WEAVING, PROCESSING & GARMENTS MANUFACTURING UNIT",https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SOLAR CHARKHA NEW_25.pdf,2487694
Electronics,Home Appliances,SOLAR COOKER ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON SOLAR COOKER.pdf,550000
Electronics,Energy,Solar Lantern,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SolarLantern.pdf,2500000
Electronics,Electronics,soldering wire,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/solderingwire.pdf,1430000
Electronics,Audio,Sound Box & DJ System,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SoundBoxDJSystem.pdf,1144000
Food Processing,Cereals,Soy Nuggets,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SoyNuggets.pdf,2500000
Food Processing,Cereals,Soya Chunks,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SoyaChunks.pdf,2255000
Food Processing,Flour,Soya Flour,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SoyaFlour.pdf,2300000
Food Processing,Dairy,Soya Milk,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SoyaMilk.pdf,2091000
Food Processing,Dairy,Soya Paneer,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SoyaPaneer.pdf,978000
Food Processing,Sauces,SOYA SAUCE,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON SOYA SAUCE.pdf,665000
Automotive,Components,Spark Plug,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SparkPlug.pdf,2282000
Electronics,Audio,Speaker Coil,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SpeakerCoil.pdf,1053000
HealthCare,Equipment,Spirometer_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SpirometerDPR.pdf,2400000
Other Sectors,Sports Centre,Sports Centre,/srv/YouthMissionMobile/DPR/Sports__Centre.pdf,1200000
"Sports, Physical Education, Fitness & Leisure",Footwear,Sports Footwear,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SportsFootwear.pdf,1560000
"Rubber, Chemical and Petrochemical",Chemicals,Stable Bleaching Powder,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/StableBleachingPowder.pdf,2556000
Other Sectors,Cutlery,Stainless Steel Cutlery,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/StainlessSteelCutlery.pdf,2079000
Water Management and Plumbing,Water Filtration,STAINLESS STEEL PORTABLE WATER FILTER,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON STAINLESS STEEL PORTABLE WATER FILTER.pdf,1044400
Retail,Store,Stationary and Cafe,/srv/YouthMissionMobile/DPR/Stationary__2__lac.pdf,200000
Other Sectors,Stationary and DTP Shop,Stationary and DTP Shop,/srv/YouthMissionMobile/DPR/Stationary__and__DTP__Shop.pdf,1135000
Furniture & Fittings,Furniture,STEEL BOOK RACK,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON STEEL BOOK RACK.pdf,280000
Furniture & Fittings,Furniture,STEEL TRUNKS,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON STEEL TRUNKS.pdf,572000
Construction,Construction,Steel Tube_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SteelTubeDPR.pdf,2301000
Other Sectors,Accessories,Steel Watch Strap_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SteelWatchStrapDPR.pdf,886000
Gem and Jewellery,Jewellery,Stone Jewellery Final,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/StoneJewellery Final.pdf,2162000
HealthCare,Equipment,Stretchers,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Stretchers.pdf,1444000
Food Processing,Confectionery,Sugar Candy,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SugarCandy.pdf,2974000
Food Processing,Confectionery,Sugar Globules,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SugarGlobules.pdf,2200000
Food Processing,Beverages,Sugarcane Juice Making Plant,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SugarcaneJuiceMakingPlant.pdf,2500000
"Rubber, Chemical and Petrochemical",Chemicals,Sulphur powder,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Sulphurpowder.pdf,2460000
HealthCare,Equipment,Surgical Adhesive Plasters,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SurgicalAdhesivePlasters.pdf,4400000
HealthCare,Equipment,Surgical Adhesive Tape,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SurgicalAdhesiveTape.pdf,2150000
HealthCare,Equipment,Surgical Bandage,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SurgicalBandage.pdf,1035000
HealthCare,Medical Supplies,SURGICAL BANDAGE,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SURGICAL BANDAGE-OK-35-R.pdf,700000
HealthCare,Medical Supplies,SURGICAL BANDAGE BIG TYPE,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SURGICAL BANDAGE BIG SIZE -OK-35-R.pdf,1950000
HealthCare,Equipment,Surgical Gloves,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SurgicalGloves.pdf,2487000
Food Processing,Dairy,Sweet Condensed Milk,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SweetCondensedMilk.pdf,2268000
Food Processing,Confectionery,Sweet Dark Chocolate,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/SweetDarkChocolate.pdf,1342000
Electronics,Accessories,Table Fan,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TableFan.pdf,2325000
Other Sectors,Minerals,TAILORS' CHALK,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON TAILORS' CHALK.pdf,161700
Other Sectors,Cosmetics,TALCUM POWDER,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON TALCUM POWDER.pdf,1985000
Automotive,Components,Tank Truck,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TankTruck.pdf,5670000
Handicrafts and Carpet,Handicrafts,Tarkashi Handicraft,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TarkashiHandicraft.pdf,1116000
Food Processing,Beverages,Tea Blending Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TeaBlendingUnit.pdf,8242000
"Sports, Physical Education, Fitness & Leisure",Sports Equipment,Tennis Ball,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TennisBall.pdf,2093000
Other Sectors,Events,TENT HOUSE,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TENT HOUSE.pdf,400000
Other Sectors,Tent House,Tent House/Camping Agency,/srv/YouthMissionMobile/DPR/Tent__House__SEI__Startup__15lak.pdf,1500000
Handicrafts and Carpet,Handicrafts,Terracota Pots_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TerracotaPotsDPR.pdf,1023000
Handicrafts and Carpet,Handicrafts,Terracotta Pottery (Manual),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TerracottaPotteryManual.pdf,1082000
Handicrafts and Carpet,Handicrafts,Terracotta Pottery (Semiautomatic),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TerracottaPotterySemiautomatic.pdf,1156000
Other Sectors,Textiles,TEXTILE PRINTING,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON TEXTILE PRINTING.pdf,944500
Textile,Textiles,Textile Recycling,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TextileRecycling.pdf,2867000
Textile,Textiles,Textile Screen Printing Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TextileScreenPrintingUnit.pdf,935000
Food Processing,Cereals,TEXTURISED SOYA PROTEIN,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TEXTURISED SOYA PROTEIN.pdf,1931000
Other Sectors,Stationery,Thermal Paper Roll,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ThermalPaperRoll.pdf,1530000
HealthCare,Equipment,Thermal Scanner,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ThermalScanner.pdf,2375000
"Rubber, Chemical and Petrochemical",Chemicals,Thinner,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Thinner.pdf,2394000
Food Processing,Confectionery,Toffee & Candy,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ToffeeCandy.pdf,3009000
"Rubber, Chemical and Petrochemical",Chemicals,Toilet Cleaner,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ToiletCleaner.pdf,819000
Other Sectors,Cosmetics,TOILET SOAP ,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON TOILET SOAP.pdf,2500000
Food Processing,Vegetables,Tomato ketchup,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Tomatoketchup.pdf,677000
Food Processing,Vegetables,TOMATO PRODUCTS,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON TOMATO PRODUCTS.pdf,1096000
Food Processing,Vegetables,TOMATO PRODUCTS AND PICKLES,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON TOMATO PRODUCTS AND PICKLES.pdf,1700000
Other Sectors,Personal Care,Toothbrush,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Toothbrush.pdf,3922000
Textile,Textiles,Towel_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TowelDPR.pdf,2342000
"Apparel, Made-Ups & Home Furnishing",Apparel,TRACK SUITS,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON TRACK SUITS.pdf,871000
"Apparel, Made-Ups & Home Furnishing",Apparel,Track suits,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Tracksuits.pdf,2400000
"Rubber, Chemical and Petrochemical",Rubber,Tread Rubber,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TreadRubber.pdf,3767000
Electronics,Components,TV Remote_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TV RemoteDPR.pdf,1938000
Automotive,Automotive,TWO WHEELER REPAIRING SHOP,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TWO WHEELER REPAIRING SHOP.pdf,151000
"Rubber, Chemical and Petrochemical",Automotive,Tyre polish,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Tyrepolish.pdf,404000
Automotive,Automotive,TYRE VULCANIZING,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TYRE VULCANIZING.pdf,115000
Automotive,Automotive,TYRE VULCANIZING,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TYRE VULCANIZING.pdf,115000
"Rubber, Chemical and Petrochemical",Chemicals,Ultramarine Blue,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/UltramarineBlue.pdf,4389000
"Apparel, Made-Ups & Home Furnishing",Uniform,Uniform,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Uniform.pdf,2500000
Construction,Construction,UPVC Doors,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/UPVCDoors.pdf,2039000
Construction,Construction,UPVC Doors and windows,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/UPVCDoorsandwindows.pdf,2055000
Construction,Pipes,UPVC Pipes,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/UPVCPipes.pdf,2439000
Electronics,Accessories,USB Cord,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/USBCord.pdf,2403000
"Rubber, Chemical and Petrochemical",Chemicals,Utensil Cleaning Powder,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/UtensilCleaningPowder.pdf,2444000
Electronics,Accessories,Vaccum Cleaner_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/VaccumCleanerDPR.pdf,1702000
"Rubber, Chemical and Petrochemical",Chemicals,Varnish,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Varnish.pdf,2334000
Automotive,Hardware,V-BELTS AND FAN BELTS,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON V-BELTS ANDFAN BELTS.pdf,1410000
Automotive,Automotive,Vedic Paint (Detailed Project Report),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/VedicPaint DetailedProjectReport.pdf,2487000
Automotive,Repair,Vehicle Repair shop,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/VehicleRepairshop.pdf,1693000
Food Processing,Cereals,Vermicelli,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Vermicelli.pdf,1600000
Agriculture,Agriculture,Vermicompost,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Vermicompost.pdf,352000
"Rubber, Chemical and Petrochemical",Chemicals,Vetiver Oil,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/VetiverOil.pdf,750000
Other Sectors,Video Shooting & Photography,Video Shooting & Photography,/srv/YouthMissionMobile/DPR/Video__Shooting__&__Photography.pdf,1810000
Food Processing,Confectionery,Wafer Biscuit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WaferBiscuit.pdf,1212000
Food Processing,Confectionery,WAFER BISCUITS,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WAFER BISCUITS BIG TYPE.pdf,2075000
Food Processing,Confectionery,WAFER BISCUITS,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WAFER BISCUITS.pdf,1275000
Logistics,Packaging,Wafer Packaging Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WaferPackagingUnit.pdf,856000
Other Sectors,Household,Wash Basin_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WashBasinDPR.pdf,1575000
Electronics,Accessories,Washing Machine_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WashingMachineDPR.pdf,2054000
Other Sectors,Hardware,WATER METER,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT   PROFILE   ON  WATER   METER.pdf,1755000
Water Management and Plumbing,Household,Water Purifier Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WaterPurifierUnit.pdf,1664000
"Rubber, Chemical and Petrochemical",Chemicals,Wax Candles,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WaxCandles.pdf,456000
"Rubber, Chemical and Petrochemical",Chemicals,WAX CANDLES ,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WAX CANDLES.pdf,290000
IT-ITeS,IT,WEB DESIGNING,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WEB DESIGNING TYPE.pdf,950000
IT-ITeS,IT,WEB DESIGNING,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WEB DESIGNING.pdf,553000
Food Processing,Cereals,WHEAT MILL UNIT,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WHEAT MILL UNIT.pdf,885000
Handicrafts and Carpet,Handicrafts,Wheat Stalk Craft final,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WheatStalkCraftfinal.pdf,939000
Automotive,Repair,Wheel Balancing,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Wheel Balancing.pdf,1168000
Other Sectors,Hardware,WHEEL BARROWS,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WHEEL BARROWS.pdf,1930000
Automotive,Automotive,Wheel Rim_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WheelRimDPR.pdf,2328000
Other Sectors,Stationery,White Board,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WhiteBoard.pdf,2426000
HealthCare,Pharmacy,Wholesale Pharmacy,/srv/YouthMissionMobile/DPR/Pharmacy__whole__slae__10__lac.pdf,1000000
Other Sectors,Household,WICK STOVE ,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WICK STOVE.pdf,1160000
"Rubber, Chemical and Petrochemical",Chemicals,WIND CHEATER,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WIND CHEATER.pdf,1096000
Construction,Construction,Wire Mesh Fencing,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WireMeshFencing.pdf,4433000
Other Sectors,Hardware,Wire nail,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Wirenail.pdf,1864000
Electronics,Audio,Wireless Speaker,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WirelessSpeaker.pdf,2120000
Handicrafts and Carpet,Handicrafts,Wood Carving,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WoodCarving.pdf,2443000
Furniture & Fittings,Woodworking,Wood cutting unit final,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Woodcuttingunitfinal.pdf,1199000
