"ID","Project Name","Sector","Sub Sector","Total Project Cost","View Profile"
2914,"Bamboo Sticks production Unit","Apparel, Made-Ups & Home Furnishing","Furniture","1777000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooSticksproductionUnit.pdf"
2915,"Bamboo Sticks production Unit","Apparel, Made-Ups & Home Furnishing","Furniture","1777000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooSticksproductionUnit.pdf"
2916,"Bamboo Sticks production Unit","Apparel, Made-Ups & Home Furnishing","Furniture","1777000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooSticksproductionUnit.pdf"
2917,"Bamboo Shoot Products","Food Processing","Fruit Processing","2000000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooshootProducts.pdf"
2918,"Bamboo Shoot Products","Food Processing","Fruit Processing","2000000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooshootProducts.pdf"
2919,"Bamboo Shoot Products","Food Processing","Fruit Processing","2000000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooshootProducts.pdf"
2920,"Bamboo Shoot Pickle Unit","Food Processing","Pickle Manufacturing","2487000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooShootPickleUnit.pdf"
2921,"Bamboo Shoot Pickle Unit","Food Processing","Pickle Manufacturing","2487000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooShootPickleUnit.pdf"
2922,"Bamboo Shoot Pickle Unit","Food Processing","Pickle Manufacturing","2487000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooShootPickleUnit.pdf"
2923,"Bamboo Pellets","Green Jobs","Renewable Energy","2007000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooPellets.pdf"
2924,"Bamboo Pellets","Green Jobs","Renewable Energy","2007000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooPellets.pdf"
2925,"Bamboo Pellets","Green Jobs","Renewable Energy","2007000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooPellets.pdf"
2926,"Bamboo Furniture","Apparel, Made-Ups & Home Furnishing","Furniture","1664000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooFurniture.pdf"
2927,"Bamboo Furniture","Apparel, Made-Ups & Home Furnishing","Furniture","1664000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooFurniture.pdf"
2928,"Bamboo Furniture","Apparel, Made-Ups & Home Furnishing","Furniture","1664000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooFurniture.pdf"
2929,"Bamboo Chair DPR","Apparel, Made-Ups & Home Furnishing","Furniture","1422000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooChairDPR.pdf"
2930,"Bamboo Chair DPR","Apparel, Made-Ups & Home Furnishing","Furniture","1422000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooChairDPR.pdf"
2931,"Bamboo Chair DPR","Apparel, Made-Ups & Home Furnishing","Furniture","1422000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooChairDPR.pdf"
2932,"BAMBOO ARTICLE MANUFACTURING UNIT (Ã‚Â FOREST BASED INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Furniture","195000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BAMBOO ARTICLE MANUFACTURING UNIT.pdf"
2933,"BAMBOO ARTICLE MANUFACTURING UNIT (Ã‚Â FOREST BASED INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Furniture","195000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BAMBOO ARTICLE MANUFACTURING UNIT.pdf"
2934,"BAMBOO ARTICLE MANUFACTURING UNIT (Ã‚Â FOREST BASED INDUSTRYÃ‚Â )","Apparel, Made-Ups & Home Furnishing","Furniture","195000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BAMBOO ARTICLE MANUFACTURING UNIT.pdf"
2935,"BAKERY PRODUCTS (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Bakery Products","1302000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BAKERY PRODUCTS.pdf"
2936,"BAKERY PRODUCTS (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Bakery Products","1302000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BAKERY PRODUCTS.pdf"
2937,"BAKERY PRODUCTS (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Bakery Products","1302000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BAKERY PRODUCTS.pdf"
2938,"BAKERY PRODUCTS UNIT (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Bakery Products","286000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BAKERY PRODUCTS UNIT.pdf"
2939,"BAKERY PRODUCTS UNIT (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Bakery Products","286000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BAKERY PRODUCTS UNIT.pdf"
2940,"BAKERY PRODUCTS UNIT (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Bakery Products","286000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BAKERY PRODUCTS UNIT.pdf"
2941,"BAKERY PRODUCTS BIG UNIT (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Bakery Products","1965000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BAKERY PRODUCTS BIG UNIT.pdf"
2942,"BAKERY PRODUCTS BIG UNIT (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Bakery Products","1965000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BAKERY PRODUCTS BIG UNIT.pdf"
2943,"BAKERY PRODUCTS BIG UNIT (Ã‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃ‚Â )","Food Processing","Bakery Products","1965000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BAKERY PRODUCTS BIG UNIT.pdf"
2944,"Baked Beans","Food Processing","Canned Food Manufacturing","2275000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BakedBeans.pdf"
2945,"Baked Beans","Food Processing","Canned Food Manufacturing","2275000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BakedBeans.pdf"
2946,"Baked Beans","Food Processing","Canned Food Manufacturing","2275000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BakedBeans.pdf"
2947,"Baked Sweets","Food Processing","Sweet Manufacturing","2444000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Baked Sweets.pdf"
2948,"Baked Sweets","Food Processing","Sweet Manufacturing","2444000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Baked Sweets.pdf"
2949,"Baked Sweets","Food Processing","Sweet Manufacturing","2444000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Baked Sweets.pdf"
2950,"Bajra Cleaning unit Final","Agriculture","Oil Processing","2483000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BajraCleaningunitFinal.pdf"
2951,"Bajra Cleaning unit Final","Agriculture","Oil Processing","2483000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BajraCleaningunitFinal.pdf"
2952,"Bajra Cleaning unit Final","Agriculture","Oil Processing","2483000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BajraCleaningunitFinal.pdf"
2953,"Baheda Oil Processing Unit","Agriculture","Fertilizer Manufacturing","2398000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BahedaOilProcessingUnit.pdf"
2954,"Baheda Oil Processing Unit","Agriculture","Fertilizer Manufacturing","2398000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BahedaOilProcessingUnit.pdf"
2955,"Baheda Oil Processing Unit","Agriculture","Fertilizer Manufacturing","2398000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BahedaOilProcessingUnit.pdf"
2956,"Baby Walker","Food Processing","Medical Supplies","2311000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyWalker.pdf"
2957,"Baby Walker","Food Processing","Medical Supplies","2377000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyWalker.pdf"
2958,"Baby Walker","Food Processing","Medical Supplies","2311000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyWalker.pdf"
2959,"Baby Walker","Food Processing","Medical Supplies","2377000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyWalker.pdf"
2960,"Baby Walker","Food Processing","Medical Supplies","2311000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyWalker.pdf"
2961,"Baby Walker","Food Processing","Medical Supplies","2377000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyWalker.pdf"
2962,"Baby Garments","Apparel, Made-Ups & Home Furnishing","Children's Clothing","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Babygarments.pdf"
2963,"Baby Garments","Apparel, Made-Ups & Home Furnishing","Children's Clothing","2157000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyGarments.pdf"
2964,"Baby Garments","Apparel, Made-Ups & Home Furnishing","Children's Clothing","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Babygarments.pdf"
2965,"Baby Garments","Apparel, Made-Ups & Home Furnishing","Children's Clothing","2157000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyGarments.pdf"
2966,"Baby Garments","Apparel, Made-Ups & Home Furnishing","Children's Clothing","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Babygarments.pdf"
2967,"Baby Garments","Apparel, Made-Ups & Home Furnishing","Children's Clothing","2157000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyGarments.pdf"
2968,"Baby Diaper","Food Processing","Medical Supplies","2056000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyDiaper.pdf"
2969,"Baby Diaper","Food Processing","Medical Supplies","2056000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyDiaper.pdf"
2970,"Baby Diaper","Food Processing","Medical Supplies","2056000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyDiaper.pdf"
2971,"Baby Cereal Milk Food Project","Food Processing","Infant Nutrition","2167000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyCerealMilkFoodProject.pdf"
2972,"Baby Cereal Milk Food Project","Food Processing","Infant Nutrition","2167000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyCerealMilkFoodProject.pdf"
2973,"Baby Cereal Milk Food Project","Food Processing","Infant Nutrition","2167000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyCerealMilkFoodProject.pdf"
2974,"Ayurvedic Oil","Automotive","Hair Care","1700000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AyurvedicOil.pdf"
2975,"Ayurvedic Oil","Automotive","Hair Care","1700000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AyurvedicOil.pdf"
2976,"Ayurvedic Oil","Automotive","Hair Care","1700000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AyurvedicOil.pdf"
2977,"Automotive Air Filter","Automotive","Air Filtration","2178000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomotiveAirFilter.pdf"
2978,"Automotive Air Filter","Automotive","Air Filtration","2178000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomotiveAirFilter.pdf"
2979,"Automotive Air Filter","Automotive","Air Filtration","2178000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomotiveAirFilter.pdf"
2980,"Automobile Spokes","Automotive","Wheel Manufacturing","2467000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileSpokes.pdf"
2981,"Automobile Spokes","Automotive","Wheel Manufacturing","2467000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileSpokes.pdf"
2982,"Automobile Spokes","Automotive","Wheel Manufacturing","2467000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileSpokes.pdf"
2983,"Automobile Silencer","Automotive","Auto Parts Manufacturing","2025000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileSilencer.pdf"
2984,"Automobile Silencer","Automotive","Auto Parts Manufacturing","8656000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileSilencer.pdf"
2985,"Automobile Silencer","Automotive","Auto Parts Manufacturing","2025000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileSilencer.pdf"
2986,"Automobile Silencer","Automotive","Auto Parts Manufacturing","8656000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileSilencer.pdf"
2987,"Automobile Silencer","Automotive","Auto Parts Manufacturing","2025000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileSilencer.pdf"
2988,"Automobile Silencer","Automotive","Auto Parts Manufacturing","8656000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileSilencer.pdf"
2989,"Automobile Piston","Automotive","Auto Parts Manufacturing","2417000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobilePiston.pdf"
2990,"Automobile Piston","Automotive","Auto Parts Manufacturing","2417000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobilePiston.pdf"
2991,"Automobile Piston","Automotive","Auto Parts Manufacturing","2417000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobilePiston.pdf"
2992,"Automobile Gear","Automotive","Auto Parts Manufacturing","2472000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileGear.pdf"
2993,"Automobile Gear","Automotive","Auto Parts Manufacturing","2472000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileGear.pdf"
2994,"Automobile Gear","Automotive","Auto Parts Manufacturing","2472000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileGear.pdf"
2995,"Automobile Control Cables","Automotive","Auto Parts Manufacturing","1550000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileControlCables.pdf"
2996,"Automobile Control Cables","Automotive","Auto Parts Manufacturing","1550000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileControlCables.pdf"
2997,"Automobile Control Cables","Automotive","Auto Parts Manufacturing","1550000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileControlCables.pdf"
2998,"Autombile Tyre Retreading","Automotive","Tire Manufacturing","2226000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutombileTyreRetreading.pdf"
2999,"Autombile Tyre Retreading","Automotive","Tire Manufacturing","2226000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutombileTyreRetreading.pdf"
3000,"Autombile Tyre Retreading","Automotive","Tire Manufacturing","2226000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutombileTyreRetreading.pdf"
3001,"Automatic Voltage Stabilizer","Electronics","Power Management","1071000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomaticVoltageStabilizer.pdf"
3002,"Automatic Voltage Stabilizer","Electronics","Power Management","1071000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomaticVoltageStabilizer.pdf"
3003,"Automatic Voltage Stabilizer","Electronics","Power Management","1071000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomaticVoltageStabilizer.pdf"
3004,"Automatic Sanitiser Dispenser Machine","Electronics","Sanitary Products","1978000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomaticSanitiserDispenserMachine.pdf"
3005,"Automatic Sanitiser Dispenser Machine","Electronics","Sanitary Products","1978000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomaticSanitiserDispenserMachine.pdf"
3006,"Automatic Sanitiser Dispenser Machine","Electronics","Sanitary Products","1978000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomaticSanitiserDispenserMachine.pdf"
3007,"AUTOMATIC CURTAIN OPENER (Ã‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃ‚Â )","Electronics","Automated Systems","745300","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AUTOMATIC CURTAIN OPENER.pdf"
3008,"AUTOMATIC CURTAIN OPENER (Ã‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃ‚Â )","Electronics","Automated Systems","745300","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AUTOMATIC CURTAIN OPENER.pdf"
3009,"AUTOMATIC CURTAIN OPENER (Ã‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃ‚Â )","Electronics","Automated Systems","745300","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AUTOMATIC CURTAIN OPENER.pdf"
3010,"Auto Lock","Other Sectors","Auto Lock","1667000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutoLock.pdf"
3011,"Auto Lock","Other Sectors","Auto Lock","1667000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutoLock.pdf"
3012,"Auto Lock","Other Sectors","Auto Lock","1667000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutoLock.pdf"
3013,"auto engine cylinder for two wheeler","Automotive","Parts","2010000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/autoEngineCylinderfortwoWheeler.pdf"
3014,"auto engine cylinder for two wheeler","Automotive","Parts","2010000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/autoEngineCylinderfortwoWheeler.pdf"
3015,"auto engine cylinder for two wheeler","Automotive","Parts","2010000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/autoEngineCylinderfortwoWheeler.pdf"
3016,"Auto Control Cables","Automotive","Auto Parts Manufacturing","2468000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutoControlCables.pdf"
3017,"Auto Control Cables","Automotive","Auto Parts Manufacturing","2468000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutoControlCables.pdf"
3018,"Auto Control Cables","Automotive","Auto Parts Manufacturing","2468000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutoControlCables.pdf"
3019,"Auto Clutch Plate","Automotive","Auto Parts Manufacturing","766000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutoClutchPlate.pdf"
3020,"Auto Clutch Plate","Automotive","Auto Parts Manufacturing","766000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutoClutchPlate.pdf"
3021,"Auto Clutch Plate","Automotive","Auto Parts Manufacturing","766000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutoClutchPlate.pdf"
3022,"Air Cooler","Electronics","Cooling Systems","2044000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirCooler.pdf"
3023,"AUTO GARRAGE (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Automotive","Auto Repair","660000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AUTO GARRAGE.pdf"
3024,"AUTO GARRAGE (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Automotive","Auto Repair","660000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AUTO GARRAGE.pdf"
3025,"AUTO GARRAGE (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Automotive","Auto Repair","660000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AUTO GARRAGE.pdf"
3026,"Audio Video & Magnetic DVD","Electronics","Media Production","1972000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AudioVideoMagneticDVD.pdf"
3027,"Audio Video & Magnetic DVD","Electronics","Media Production","1972000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AudioVideoMagneticDVD.pdf"
3028,"Audio Video & Magnetic DVD","Electronics","Media Production","1972000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AudioVideoMagneticDVD.pdf"
3029,"ASSEMBLY OF DIESEL GENERATOR SET (Ã‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃ‚Â )","Infrastructure Equipment","Generator Manufacturing","385420","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ASSEMBLY OF DIESEL GENERATOR SET.pdf"
3030,"ASSEMBLY OF DIESEL GENERATOR SET (Ã‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃ‚Â )","Infrastructure Equipment","Generator Manufacturing","385420","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ASSEMBLY OF DIESEL GENERATOR SET.pdf"
3031,"ASSEMBLY OF DIESEL GENERATOR SET (Ã‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃ‚Â )","Infrastructure Equipment","Generator Manufacturing","385420","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ASSEMBLY OF DIESEL GENERATOR SET.pdf"
3032,"ASSEMBLING OF DISPLAY MONITOR (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Electronics","Electronics Assembly","405520","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ASSEMBLING OF  DISPLAY MONITOR.pdf"
3033,"ASSEMBLING OF DISPLAY MONITOR (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Electronics","Electronics Assembly","405520","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ASSEMBLING OF  DISPLAY MONITOR.pdf"
3034,"ASSEMBLING OF DISPLAY MONITOR (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Electronics","Electronics Assembly","405520","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ASSEMBLING OF  DISPLAY MONITOR.pdf"
3035,"Asafoetida Powder(Hing)","Food Processing","Spice Manufacturing","1856000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AsafoetidaPowderHing.pdf"
3036,"Asafoetida Powder(Hing)","Food Processing","Spice Manufacturing","1856000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AsafoetidaPowderHing.pdf"
3037,"Asafoetida Powder(Hing)","Food Processing","Spice Manufacturing","1856000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AsafoetidaPowderHing.pdf"
3038,"Artificial Dentures and Allied Items","Handicrafts and Carpet","Craft Supplies","2113000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ArtificialDenturesandAlliedItems.pdf"
3039,"Artificial Dentures and Allied Items","Handicrafts and Carpet","Craft Supplies","2113000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ArtificialDenturesandAlliedItems.pdf"
3040,"Artificial Dentures and Allied Items","Handicrafts and Carpet","Craft Supplies","2113000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ArtificialDenturesandAlliedItems.pdf"
3041,"Areca Leaf Plates","Food Processing","Eco-Friendly Packaging","1417000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ArecaLeafPlates.pdf"
3042,"Areca Leaf Plates","Food Processing","Eco-Friendly Packaging","870000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ArecaLeafPlates.pdf"
3043,"Sale of Readymade Garments","Retail","Store","500000","/srv/YouthMissionMobile/DPR/Readymade__Garments__Store.pdf"
3044,"Areca Leaf Plates","Food Processing","Eco-Friendly Packaging","1417000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ArecaLeafPlates.pdf"
3045,"Areca Leaf Plates","Food Processing","Eco-Friendly Packaging","870000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ArecaLeafPlates.pdf"
3046,"Areca Leaf Plates","Food Processing","Eco-Friendly Packaging","1417000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ArecaLeafPlates.pdf"
3047,"Areca Leaf Plates","Food Processing","Eco-Friendly Packaging","870000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ArecaLeafPlates.pdf"
3048,"Area Nut Plam Leaf Crockery","Apparel, Made-Ups & Home Furnishing","Eco-Friendly Products","2370000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ArecaLeafCutlery.pdf"
3049,"Area Nut Plam Leaf Crockery","Apparel, Made-Ups & Home Furnishing","Eco-Friendly Products","2370000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ArecaLeafCutlery.pdf"
3050,"Area Nut Plam Leaf Crockery","Apparel, Made-Ups & Home Furnishing","Eco-Friendly Products","2370000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ArecaLeafCutlery.pdf"
3051,"PROJECT PROFILE FOR ARECA NUT PLAM LEAF CROCKERY (Ã‚Â COIR BOARD BASED INDUSTRYÃ‚Â )","Other Sectors","Coir Products","1644100","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/areca leaf_cutlery.pdf"
3052,"PROJECT PROFILE FOR ARECA NUT PLAM LEAF CROCKERY (Ã‚Â COIR BOARD BASED INDUSTRYÃ‚Â )","Other Sectors","Coir Products","1644100","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/areca leaf_cutlery.pdf"
